,Fx,Fy,Fz,Tx,Ty,Tz
596.7,1,1,1,1,1,1
596.8,1,1,1,1,1,1
596.9,1,1,1,1,1,1
597,1,1,1,1,1,1
597.1,1,1,1,1,1,1
597.2,1,1,1,1,1,1
597.3,1,1,1,1,1,1
597.4,1,1,1,1,1,1
597.5,1,1,1,1,1,1
597.6,1,1,1,1,1,1
597.7,1,1,1,1,1,1
597.8,1,1,1,1,1,1
597.9,1,1,1,1,1,1
598,1,1,1,1,1,1
598.1,1,1,1,1,1,1
598.2,1,1,1,1,1,1
598.3,1,1,1,1,1,1
598.4,1,1,1,1,1,1
598.5,1,1,1,1,1,1
598.6,1,1,1,1,1,1
598.7,1,1,1,1,1,1
598.8,1,1,1,1,1,1
598.9,1,1,1,1,1,1
599,1,1,1,1,1,1
599.1,1,1,1,1,1,1
599.2,1,1,1,1,1,1
599.3,1,1,1,1,1,1
599.4,1,1,1,1,1,1
599.5,1,1,1,1,1,1
599.6,1,1,1,1,1,1
599.7,1,1,1,1,1,1
599.8,1,1,1,1,1,1
599.9,1,1,1,1,1,1
600,1,1,1,1,1,1
600.1,1,1,1,1,1,1
600.2,1,1,1,1,1,1
600.3,1,1,1,1,1,1
600.4,1,1,1,1,1,1
600.5,1,1,1,1,1,1
600.6,1,1,1,1,1,1
600.7,1,1,1,1,1,1
600.8,1,1,1,1,1,1
600.9,1,1,1,1,1,1
601,1,1,1,1,1,1
601.1,1,1,1,1,1,1
601.2,1,1,1,1,1,1
601.3,1,1,1,1,1,1
601.4,1,1,1,1,1,1
601.5,1,1,1,1,1,1
601.6,1,1,1,1,1,1
601.7,1,1,1,1,1,1
601.8,1,1,1,1,1,1
601.9,1,1,1,1,1,1
602,1,1,1,1,1,1
602.1,1,1,1,1,1,1
602.2,1,1,1,1,1,1
602.3,1,1,1,1,1,1
602.4,1,1,1,1,1,1
602.5,1,1,1,1,1,1
602.6,1,1,1,1,1,1
602.7,1,1,1,1,1,1
602.8,1,1,1,1,1,1
602.9,1,1,1,1,1,1
603,1,1,1,1,1,1
603.1,1,1,1,1,1,1
603.2,1,1,1,1,1,1
603.3,1,1,1,1,1,1
603.4,1,1,1,1,1,1
603.5,1,1,1,1,1,1
603.6,1,1,1,1,1,1
603.7,1,1,1,1,1,1
603.8,1,1,1,1,1,1
603.9,1,1,1,1,1,1
604,1,1,1,1,1,1
604.1,1,1,1,1,1,1
604.2,1,1,1,1,1,1
604.3,1,1,1,1,1,1
604.4,1,1,1,1,1,1
604.5,1,1,1,1,1,1
604.6,1,1,1,1,1,1
604.7,1,1,1,1,1,1
604.8,1,1,1,1,1,1
604.9,1,1,1,1,1,1
605,1,1,1,1,1,1
605.1,1,1,1,1,1,1
605.2,1,1,1,1,1,1
605.3,1,1,1,1,1,1
605.4,1,1,1,1,1,1
605.5,1,1,1,1,1,1
605.6,1,1,1,1,1,1
605.7,1,1,1,1,1,1
605.8,1,1,1,1,1,1
605.9,1,1,1,1,1,1
606,1,1,1,1,1,1
606.1,1,1,1,1,1,1
606.2,1,1,1,1,1,1
606.3,1,1,1,1,1,1
606.4,1,1,1,1,1,1
606.5,1,1,1,1,1,1
606.6,1,1,1,1,1,1
606.7,1,1,1,1,1,1
606.8,1,1,1,1,1,1
606.9,1,1,1,1,1,1
607,1,1,1,1,1,1
607.1,1,1,1,1,1,1
607.2,1,1,1,1,1,1
607.3,1,1,1,1,1,1
607.4,1,1,1,1,1,1
607.5,1,1,1,1,1,1
607.6,1,1,1,1,1,1
607.7,1,1,1,1,1,1
607.8,1,1,1,1,1,1
607.9,1,1,1,1,1,1
608,1,1,1,1,1,1
608.1,1,1,1,1,1,1
608.2,1,1,1,1,1,1
608.3,1,1,1,1,1,1
608.4,1,1,1,1,1,1
608.5,1,1,1,1,1,1
608.6,1,1,1,1,1,1
608.7,1,1,1,1,1,1
608.8,1,1,1,1,1,1
608.9,1,1,1,1,1,1
609,1,1,1,1,1,1
609.1,1,1,1,1,1,1
609.2,1,1,1,1,1,1
609.3,1,1,1,1,1,1
609.4,1,1,1,1,1,1
609.5,1,1,1,1,1,1
609.6,1,1,1,1,1,1
609.7,1,1,1,1,1,1
609.8,1,1,1,1,1,1
609.9,1,1,1,1,1,1
610,1,1,1,1,1,1
610.1,1,1,1,1,1,1
610.2,1,1,1,1,1,1
610.3,1,1,1,1,1,1
610.4,1,1,1,1,1,1
610.5,1,1,1,1,1,1
610.6,1,1,1,1,1,1
610.7,1,1,1,1,1,1
610.8,1,1,1,1,1,1
610.9,1,1,1,1,1,1
611,1,1,1,1,1,1
611.1,1,1,1,1,1,1
611.2,1,1,1,1,1,1
611.3,1,1,1,1,1,1
611.4,1,1,1,1,1,1
611.5,1,1,1,1,1,1
611.6,1,1,1,1,1,1
611.7,1,1,1,1,1,1
611.8,1,1,1,1,1,1
611.9,1,1,1,1,1,1
612,1,1,1,1,1,1
612.1,1,1,1,1,1,1
612.2,1,1,1,1,1,1
612.3,1,1,1,1,1,1
612.4,1,1,1,1,1,1
612.5,1,1,1,1,1,1
612.6,1,1,1,1,1,1
612.7,1,1,1,1,1,1
612.8,1,1,1,1,1,1
612.9,1,1,1,1,1,1
613,1,1,1,1,1,1
613.1,1,1,1,1,1,1
613.2,1,1,1,1,1,1
613.3,1,1,1,1,1,1
613.4,1,1,1,1,1,1
613.5,1,1,1,1,1,1
613.6,1,1,1,1,1,1
613.7,1,1,1,1,1,1
613.8,1,1,1,1,1,1
613.9,1,1,1,1,1,1
614,1,1,1,1,1,1
614.1,1,1,1,1,1,1
614.2,1,1,1,1,1,1
614.3,1,1,1,1,1,1
614.4,1,1,1,1,1,1
614.5,1,1,1,1,1,1
614.6,1,1,1,1,1,1
614.7,1,1,1,1,1,1
614.8,1,1,1,1,1,1
614.9,1,1,1,1,1,1
615,1,1,1,1,1,1
615.1,1,1,1,1,1,1
615.2,1,1,1,1,1,1
615.3,1,1,1,1,1,1
615.4,1,1,1,1,1,1
615.5,1,1,1,1,1,1
615.6,1,1,1,1,1,1
615.7,1,1,1,1,1,1
615.8,1,1,1,1,1,1
615.9,1,1,1,1,1,1
616,1,1,1,1,1,1
616.1,1,1,1,1,1,1
616.2,1,1,1,1,1,1
616.3,1,1,1,1,1,1
616.4,1,1,1,1,1,1
616.5,1,1,1,1,1,1
616.6,1,1,1,1,1,1
616.7,1,1,1,1,1,1
616.8,1,1,1,1,1,1
616.9,1,1,1,1,1,1
617,1,1,1,1,1,1
617.1,1,1,1,1,1,1
617.2,1,1,1,1,1,1
617.3,1,1,1,1,1,1
617.4,1,1,1,1,1,1
617.5,1,1,1,1,1,1
617.6,1,1,1,1,1,1
617.7,1,1,1,1,1,1
617.8,1,1,1,1,1,1
617.9,1,1,1,1,1,1
618,1,1,1,1,1,1
618.1,1,1,1,1,1,1
618.2,1,1,1,1,1,1
618.3,1,1,1,1,1,1
618.4,1,1,1,1,1,1
618.5,1,1,1,1,1,1
618.6,1,1,1,1,1,1
618.7,1,1,1,1,1,1
618.8,1,1,1,1,1,1
618.9,1,1,1,1,1,1
619,1,1,1,1,1,1
619.1,1,1,1,1,1,1
619.2,1,1,1,1,1,1
619.3,1,1,1,1,1,1
619.4,1,1,1,1,1,1
619.5,1,1,1,1,1,1
619.6,1,1,1,1,1,1
619.7,1,1,1,1,1,1
619.8,1,1,1,1,1,1
619.9,1,1,1,1,1,1
620,1,1,1,1,1,1
620.1,1,1,1,1,1,1
620.2,1,1,1,1,1,1
620.3,1,1,1,1,1,1
620.4,1,1,1,1,1,1
620.5,1,1,1,1,1,1
620.6,1,1,1,1,1,1
620.7,1,1,1,1,1,1
620.8,1,1,1,1,1,1
620.9,1,1,1,1,1,1
621,1,1,1,1,1,1
621.1,1,1,1,1,1,1
621.2,1,1,1,1,1,1
621.3,1,1,1,1,1,1
621.4,1,1,1,1,1,1
621.5,1,1,1,1,1,1
621.6,1,1,1,1,1,1
621.7,1,1,1,1,1,1
621.8,1,1,1,1,1,1
621.9,1,1,1,1,1,1
622,1,1,1,1,1,1
622.1,1,1,1,1,1,1
622.2,1,1,1,1,1,1
622.3,1,1,1,1,1,1
622.4,1,1,1,1,1,1
622.5,1,1,1,1,1,1
622.6,1,1,1,1,1,1
622.7,1,1,1,1,1,1
622.8,1,1,1,1,1,1
622.9,1,1,1,1,1,1
623,1,1,1,1,1,1
623.1,1,1,1,1,1,1
623.2,1,1,1,1,1,1
623.3,1,1,1,1,1,1
623.4,1,1,1,1,1,1
623.5,1,1,1,1,1,1
623.6,1,1,1,1,1,1
623.7,1,1,1,1,1,1
623.8,1,1,1,1,1,1
623.9,1,1,1,1,1,1
624,1,1,1,1,1,1
624.1,1,1,1,1,1,1
624.2,1,1,1,1,1,1
624.3,1,1,1,1,1,1
624.4,1,1,1,1,1,1
624.5,1,1,1,1,1,1
624.6,1,1,1,1,1,1
624.7,1,1,1,1,1,1
624.8,1,1,1,1,1,1
624.9,1,1,1,1,1,1
625,1,1,1,1,1,1
625.1,1,1,1,1,1,1
625.2,1,1,1,1,1,1
625.3,1,1,1,1,1,1
625.4,1,1,1,1,1,1
625.5,1,1,1,1,1,1
625.6,1,1,1,1,1,1
625.7,1,1,1,1,1,1
625.8,1,1,1,1,1,1
625.9,1,1,1,1,1,1
626,1,1,1,1,1,1
626.1,1,1,1,1,1,1
626.2,1,1,1,1,1,1
626.3,1,1,1,1,1,1
626.4,1,1,1,1,1,1
626.5,1,1,1,1,1,1
626.6,1,1,1,1,1,1
626.7,1,1,1,1,1,1
626.8,1,1,1,1,1,1
626.9,1,1,1,1,1,1
627,1,1,1,1,1,1
627.1,1,1,1,1,1,1
627.2,1,1,1,1,1,1
627.3,1,1,1,1,1,1
627.4,1,1,1,1,1,1
627.5,1,1,1,1,1,1
627.6,1,1,1,1,1,1
627.7,1,1,1,1,1,1
627.8,1,1,1,1,1,1
627.9,1,1,1,1,1,1
628,1,1,1,1,1,1
628.1,1,1,1,1,1,1
628.2,1,1,1,1,1,1
628.3,1,1,1,1,1,1
628.4,1,1,1,1,1,1
628.5,1,1,1,1,1,1
628.6,1,1,1,1,1,1
628.7,1,1,1,1,1,1
628.8,1,1,1,1,1,1
628.9,1,1,1,1,1,1
629,1,1,1,1,1,1
629.1,1,1,1,1,1,1
629.2,1,1,1,1,1,1
629.3,1,1,1,1,1,1
629.4,1,1,1,1,1,1
629.5,1,1,1,1,1,1
629.6,1,1,1,1,1,1
629.7,1,1,1,1,1,1
629.8,1,1,1,1,1,1
629.9,1,1,1,1,1,1
630,1,1,1,1,1,1
630.1,1,1,1,1,1,1
630.2,1,1,1,1,1,1
630.3,1,1,1,1,1,1
630.4,1,1,1,1,1,1
630.5,1,1,1,1,1,1
630.6,1,1,1,1,1,1
630.7,1,1,1,1,1,1
630.8,1,1,1,1,1,1
630.9,1,1,1,1,1,1
631,1,1,1,1,1,1
631.1,1,1,1,1,1,1
631.2,1,1,1,1,1,1
631.3,1,1,1,1,1,1
631.4,1,1,1,1,1,1
631.5,1,1,1,1,1,1
631.6,1,1,1,1,1,1
631.7,1,1,1,1,1,1
631.8,1,1,1,1,1,1
631.9,1,1,1,1,1,1
632,1,1,1,1,1,1
632.1,1,1,1,1,1,1
632.2,1,1,1,1,1,1
632.3,1,1,1,1,1,1
632.4,1,1,1,1,1,1
632.5,1,1,1,1,1,1
632.6,1,1,1,1,1,1
632.7,1,1,1,1,1,1
632.8,1,1,1,1,1,1
632.9,1,1,1,1,1,1
633,1,1,1,1,1,1
633.1,1,1,1,1,1,1
633.2,1,1,1,1,1,1
633.3,1,1,1,1,1,1
633.4,1,1,1,1,1,1
633.5,1,1,1,1,1,1
633.6,1,1,1,1,1,1
633.7,1,1,1,1,1,1
633.8,1,1,1,1,1,1
633.9,1,1,1,1,1,1
634,1,1,1,1,1,1
634.1,1,1,1,1,1,1
634.2,1,1,1,1,1,1
634.3,1,1,1,1,1,1
634.4,1,1,1,1,1,1
634.5,1,1,1,1,1,1
634.6,1,1,1,1,1,1
634.7,1,1,1,1,1,1
634.8,1,1,1,1,1,1
634.9,1,1,1,1,1,1
635,1,1,1,1,1,1
635.1,1,1,1,1,1,1
635.2,1,1,1,1,1,1
635.3,1,1,1,1,1,1
635.4,1,1,1,1,1,1
635.5,1,1,1,1,1,1
635.6,1,1,1,1,1,1
635.7,1,1,1,1,1,1
635.8,1,1,1,1,1,1
635.9,1,1,1,1,1,1
636,1,1,1,1,1,1
636.1,1,1,1,1,1,1
636.2,1,1,1,1,1,1
636.3,1,1,1,1,1,1
636.4,1,1,1,1,1,1
636.5,1,1,1,1,1,1
636.6,1,1,1,1,1,1
636.7,1,1,1,1,1,1
636.8,1,1,1,1,1,1
636.9,1,1,1,1,1,1
637,1,1,1,1,1,1
637.1,1,1,1,1,1,1
637.2,1,1,1,1,1,1
637.3,1,1,1,1,1,1
637.4,1,1,1,1,1,1
637.5,1,1,1,1,1,1
637.6,1,1,1,1,1,1
637.7,1,1,1,1,1,1
637.8,1,1,1,1,1,1
637.9,1,1,1,1,1,1
638,1,1,1,1,1,1
638.1,1,1,1,1,1,1
638.2,1,1,1,1,1,1
638.3,1,1,1,1,1,1
638.4,1,1,1,1,1,1
638.5,1,1,1,1,1,1
638.6,1,1,1,1,1,1
638.7,1,1,1,1,1,1
638.8,1,1,1,1,1,1
638.9,1,1,1,1,1,1
639,1,1,1,1,1,1
639.1,1,1,1,1,1,1
639.2,1,1,1,1,1,1
639.3,1,1,1,1,1,1
639.4,1,1,1,1,1,1
639.5,1,1,1,1,1,1
639.6,1,1,1,1,1,1
639.7,1,1,1,1,1,1
639.8,1,1,1,1,1,1
639.9,1,1,1,1,1,1
640,1,1,1,1,1,1
640.1,1,1,1,1,1,1
640.2,1,1,1,1,1,1
640.3,1,1,1,1,1,1
640.4,1,1,1,1,1,1
640.5,1,1,1,1,1,1
640.6,1,1,1,1,1,1
640.7,1,1,1,1,1,1
640.8,1,1,1,1,1,1
640.9,1,1,1,1,1,1
641,1,1,1,1,1,1
641.1,1,1,1,1,1,1
641.2,1,1,1,1,1,1
641.3,1,1,1,1,1,1
641.4,1,1,1,1,1,1
641.5,1,1,1,1,1,1
641.6,1,1,1,1,1,1
641.7,1,1,1,1,1,1
641.8,1,1,1,1,1,1
641.9,1,1,1,1,1,1
642,1,1,1,1,1,1
642.1,1,1,1,1,1,1
642.2,1,1,1,1,1,1
642.3,1,1,1,1,1,1
642.4,1,1,1,1,1,1
642.5,1,1,1,1,1,1
642.6,1,1,1,1,1,1
642.7,1,1,1,1,1,1
642.8,1,1,1,1,1,1
642.9,1,1,1,1,1,1
643,1,1,1,1,1,1
643.1,1,1,1,1,1,1
643.2,1,1,1,1,1,1
643.3,1,1,1,1,1,1
643.4,1,1,1,1,1,1
643.5,1,1,1,1,1,1
643.6,1,1,1,1,1,1
643.7,1,1,1,1,1,1
643.8,1,1,1,1,1,1
643.9,1,1,1,1,1,1
644,1,1,1,1,1,1
644.1,1,1,1,1,1,1
644.2,1,1,1,1,1,1
644.3,1,1,1,1,1,1
644.4,1,1,1,1,1,1
644.5,1,1,1,1,1,1
644.6,1,1,1,1,1,1
644.7,1,1,1,1,1,1
644.8,1,1,1,1,1,1
644.9,1,1,1,1,1,1
645,1,1,1,1,1,1
645.1,1,1,1,1,1,1
645.2,1,1,1,1,1,1
645.3,1,1,1,1,1,1
645.4,1,1,1,1,1,1
645.5,1,1,1,1,1,1
645.6,1,1,1,1,1,1
645.7,1,1,1,1,1,1
645.8,1,1,1,1,1,1
645.9,1,1,1,1,1,1
646,1,1,1,1,1,1
646.1,1,1,1,1,1,1
646.2,1,1,1,1,1,1
646.3,1,1,1,1,1,1
646.4,1,1,1,1,1,1
646.5,1,1,1,1,1,1
646.6,1,1,1,1,1,1
646.7,1,1,1,1,1,1
646.8,1,1,1,1,1,1
646.9,1,1,1,1,1,1
647,1,1,1,1,1,1
647.1,1,1,1,1,1,1
647.2,1,1,1,1,1,1
647.3,1,1,1,1,1,1
647.4,1,1,1,1,1,1
647.5,1,1,1,1,1,1
647.6,1,1,1,1,1,1
647.7,1,1,1,1,1,1
647.8,1,1,1,1,1,1
647.9,1,1,1,1,1,1
648,1,1,1,1,1,1
648.1,1,1,1,1,1,1
648.2,1,1,1,1,1,1
648.3,1,1,1,1,1,1
648.4,1,1,1,1,1,1
648.5,1,1,1,1,1,1
648.6,1,1,1,1,1,1
648.7,1,1,1,1,1,1
648.8,1,1,1,1,1,1
648.9,1,1,1,1,1,1
649,1,1,1,1,1,1
649.1,1,1,1,1,1,1
649.2,1,1,1,1,1,1
649.3,1,1,1,1,1,1
649.4,1,1,1,1,1,1
649.5,1,1,1,1,1,1
649.6,1,1,1,1,1,1
649.7,1,1,1,1,1,1
649.8,1,1,1,1,1,1
649.9,1,1,1,1,1,1
650,1,1,1,1,1,1
650.1,1,1,1,1,1,1
650.2,1,1,1,1,1,1
650.3,1,1,1,1,1,1
650.4,1,1,1,1,1,1
650.5,1,1,1,1,1,1
650.6,1,1,1,1,1,1
650.7,1,1,1,1,1,1
650.8,1,1,1,1,1,1
650.9,1,1,1,1,1,1
651,1,1,1,1,1,1
651.1,1,1,1,1,1,1
651.2,1,1,1,1,1,1
651.3,1,1,1,1,1,1
651.4,1,1,1,1,1,1
651.5,1,1,1,1,1,1
651.6,1,1,1,1,1,1
651.7,1,1,1,1,1,1
651.8,1,1,1,1,1,1
651.9,1,1,1,1,1,1
652,1,1,1,1,1,1
652.1,1,1,1,1,1,1
652.2,1,1,1,1,1,1
652.3,1,1,1,1,1,1
652.4,1,1,1,1,1,1
652.5,1,1,1,1,1,1
652.6,1,1,1,1,1,1
652.7,1,1,1,1,1,1
652.8,1,1,1,1,1,1
652.9,1,1,1,1,1,1
653,1,1,1,1,1,1
653.1,1,1,1,1,1,1
653.2,1,1,1,1,1,1
653.3,1,1,1,1,1,1
653.4,1,1,1,1,1,1
653.5,1,1,1,1,1,1
653.6,1,1,1,1,1,1
653.7,1,1,1,1,1,1
653.8,1,1,1,1,1,1
653.9,1,1,1,1,1,1
654,1,1,1,1,1,1
654.1,1,1,1,1,1,1
654.2,1,1,1,1,1,1
654.3,1,1,1,1,1,1
654.4,1,1,1,1,1,1
654.5,1,1,1,1,1,1
654.6,1,1,1,1,1,1
654.7,1,1,1,1,1,1
654.8,1,1,1,1,1,1
654.9,1,1,1,1,1,1
655,1,1,1,1,1,1
655.1,1,1,1,1,1,1
655.2,1,1,1,1,1,1
655.3,1,1,1,1,1,1
655.4,1,1,1,1,1,1
655.5,1,1,1,1,1,1
655.6,1,1,1,1,1,1
655.7,1,1,1,1,1,1
655.8,1,1,1,1,1,1
655.9,1,1,1,1,1,1
656,1,1,1,1,1,1
656.1,1,1,1,1,1,1
656.2,1,1,1,1,1,1
656.3,1,1,1,1,1,1
656.4,1,1,1,1,1,1
656.5,1,1,1,1,1,1
656.6,1,1,1,1,1,1
656.7,1,1,1,1,1,1
656.8,1,1,1,1,1,1
656.9,1,1,1,1,1,1
657,1,1,1,1,1,1
657.1,1,1,1,1,1,1
657.2,1,1,1,1,1,1
657.3,1,1,1,1,1,1
657.4,1,1,1,1,1,1
657.5,1,1,1,1,1,1
657.6,1,1,1,1,1,1
657.7,1,1,1,1,1,1
657.8,1,1,1,1,1,1
657.9,1,1,1,1,1,1
658,1,1,1,1,1,1
658.1,1,1,1,1,1,1
658.2,1,1,1,1,1,1
658.3,1,1,1,1,1,1
658.4,1,1,1,1,1,1
658.5,1,1,1,1,1,1
658.6,1,1,1,1,1,1
658.7,1,1,1,1,1,1
658.8,1,1,1,1,1,1
658.9,1,1,1,1,1,1
659,1,1,1,1,1,1
659.1,1,1,1,1,1,1
659.2,1,1,1,1,1,1
659.3,1,1,1,1,1,1
659.4,1,1,1,1,1,1
659.5,1,1,1,1,1,1
659.6,1,1,1,1,1,1
659.7,1,1,1,1,1,1
659.8,1,1,1,1,1,1
659.9,1,1,1,1,1,1
660,1,1,1,1,1,1
660.1,1,1,1,1,1,1
660.2,1,1,1,1,1,1
660.3,1,1,1,1,1,1
660.4,1,1,1,1,1,1
660.5,1,1,1,1,1,1
660.6,1,1,1,1,1,1
660.7,1,1,1,1,1,1
660.8,1,1,1,1,1,1
660.9,1,1,1,1,1,1
661,1,1,1,1,1,1
661.1,1,1,1,1,1,1
661.2,1,1,1,1,1,1
661.3,1,1,1,1,1,1
661.4,1,1,1,1,1,1
661.5,1,1,1,1,1,1
661.6,1,1,1,1,1,1
661.7,1,1,1,1,1,1
661.8,1,1,1,1,1,1
661.9,1,1,1,1,1,1
662,1,1,1,1,1,1
662.1,1,1,1,1,1,1
662.2,1,1,1,1,1,1
662.3,1,1,1,1,1,1
662.4,1,1,1,1,1,1
662.5,1,1,1,1,1,1
662.6,1,1,1,1,1,1
662.7,1,1,1,1,1,1
662.8,1,1,1,1,1,1
662.9,1,1,1,1,1,1
663,1,1,1,1,1,1
663.1,1,1,1,1,1,1
663.2,1,1,1,1,1,1
663.3,1,1,1,1,1,1
663.4,1,1,1,1,1,1
663.5,1,1,1,1,1,1
663.6,1,1,1,1,1,1
663.7,1,1,1,1,1,1
663.8,1,1,1,1,1,1
663.9,1,1,1,1,1,1
664,1,1,1,1,1,1
664.1,1,1,1,1,1,1
664.2,1,1,1,1,1,1
664.3,1,1,1,1,1,1
664.4,1,1,1,1,1,1
664.5,1,1,1,1,1,1
664.6,1,1,1,1,1,1
664.7,1,1,1,1,1,1
664.8,1,1,1,1,1,1
664.9,1,1,1,1,1,1
665,1,1,1,1,1,1
665.1,1,1,1,1,1,1
665.2,1,1,1,1,1,1
665.3,1,1,1,1,1,1
665.4,1,1,1,1,1,1
665.5,1,1,1,1,1,1
665.6,1,1,1,1,1,1
665.7,1,1,1,1,1,1
665.8,1,1,1,1,1,1
665.9,1,1,1,1,1,1
666,1,1,1,1,1,1
666.1,1,1,1,1,1,1
666.2,1,1,1,1,1,1
666.3,1,1,1,1,1,1
666.4,1,1,1,1,1,1
666.5,1,1,1,1,1,1
666.6,1,1,1,1,1,1
666.7,1,1,1,1,1,1
666.8,1,1,1,1,1,1
666.9,1,1,1,1,1,1
667,1,1,1,1,1,1
667.1,1,1,1,1,1,1
667.2,1,1,1,1,1,1
667.3,1,1,1,1,1,1
667.4,1,1,1,1,1,1
667.5,1,1,1,1,1,1
667.6,1,1,1,1,1,1
667.7,1,1,1,1,1,1
667.8,1,1,1,1,1,1
667.9,1,1,1,1,1,1
668,1,1,1,1,1,1
668.1,1,1,1,1,1,1
668.2,1,1,1,1,1,1
668.3,1,1,1,1,1,1
668.4,1,1,1,1,1,1
668.5,1,1,1,1,1,1
668.6,1,1,1,1,1,1
668.7,1,1,1,1,1,1
668.8,1,1,1,1,1,1
668.9,1,1,1,1,1,1
669,1,1,1,1,1,1
669.1,1,1,1,1,1,1
669.2,1,1,1,1,1,1
669.3,1,1,1,1,1,1
669.4,1,1,1,1,1,1
669.5,1,1,1,1,1,1
669.6,1,1,1,1,1,1
669.7,1,1,1,1,1,1
669.8,1,1,1,1,1,1
669.9,1,1,1,1,1,1
670,1,1,1,1,1,1
670.1,1,1,1,1,1,1
670.2,1,1,1,1,1,1
670.3,1,1,1,1,1,1
670.4,1,1,1,1,1,1
670.5,1,1,1,1,1,1
670.6,1,1,1,1,1,1
670.7,1,1,1,1,1,1
670.8,1,1,1,1,1,1
670.9,1,1,1,1,1,1
671,1,1,1,1,1,1
671.1,1,1,1,1,1,1
671.2,1,1,1,1,1,1
671.3,1,1,1,1,1,1
671.4,1,1,1,1,1,1
671.5,1,1,1,1,1,1
671.6,1,1,1,1,1,1
671.7,1,1,1,1,1,1
671.8,1,1,1,1,1,1
671.9,1,1,1,1,1,1
672,1,1,1,1,1,1
672.1,1,1,1,1,1,1
672.2,1,1,1,1,1,1
672.3,1,1,1,1,1,1
672.4,1,1,1,1,1,1
672.5,1,1,1,1,1,1
672.6,1,1,1,1,1,1
672.7,1,1,1,1,1,1
672.8,1,1,1,1,1,1
672.9,1,1,1,1,1,1
673,1,1,1,1,1,1
673.1,1,1,1,1,1,1
673.2,1,1,1,1,1,1
673.3,1,1,1,1,1,1
673.4,1,1,1,1,1,1
673.5,1,1,1,1,1,1
673.6,1,1,1,1,1,1
673.7,1,1,1,1,1,1
673.8,1,1,1,1,1,1
673.9,1,1,1,1,1,1
674,1,1,1,1,1,1
674.1,1,1,1,1,1,1
674.2,1,1,1,1,1,1
674.3,1,1,1,1,1,1
674.4,1,1,1,1,1,1
674.5,1,1,1,1,1,1
674.6,1,1,1,1,1,1
674.7,1,1,1,1,1,1
674.8,1,1,1,1,1,1
674.9,1,1,1,1,1,1
675,1,1,1,1,1,1
675.1,1,1,1,1,1,1
675.2,1,1,1,1,1,1
675.3,1,1,1,1,1,1
675.4,1,1,1,1,1,1
675.5,1,1,1,1,1,1
675.6,1,1,1,1,1,1
675.7,1,1,1,1,1,1
675.8,1,1,1,1,1,1
675.9,1,1,1,1,1,1
676,1,1,1,1,1,1
676.1,1,1,1,1,1,1
676.2,1,1,1,1,1,1
676.3,1,1,1,1,1,1
676.4,1,1,1,1,1,1
676.5,1,1,1,1,1,1
676.6,1,1,1,1,1,1
676.7,1,1,1,1,1,1
676.8,1,1,1,1,1,1
676.9,1,1,1,1,1,1
677,1,1,1,1,1,1
677.1,1,1,1,1,1,1
677.2,1,1,1,1,1,1
677.3,1,1,1,1,1,1
677.4,1,1,1,1,1,1
677.5,1,1,1,1,1,1
677.6,1,1,1,1,1,1
677.7,1,1,1,1,1,1
677.8,1,1,1,1,1,1
677.9,1,1,1,1,1,1
678,1,1,1,1,1,1
678.1,1,1,1,1,1,1
678.2,1,1,1,1,1,1
678.3,1,1,1,1,1,1
678.4,1,1,1,1,1,1
678.5,1,1,1,1,1,1
678.6,1,1,1,1,1,1
678.7,1,1,1,1,1,1
678.8,1,1,1,1,1,1
678.9,1,1,1,1,1,1
679,1,1,1,1,1,1
679.1,1,1,1,1,1,1
679.2,1,1,1,1,1,1
679.3,1,1,1,1,1,1
679.4,1,1,1,1,1,1
679.5,1,1,1,1,1,1
679.6,1,1,1,1,1,1
679.7,1,1,1,1,1,1
679.8,1,1,1,1,1,1
679.9,1,1,1,1,1,1
680,1,1,1,1,1,1
680.1,1,1,1,1,1,1
680.2,1,1,1,1,1,1
680.3,1,1,1,1,1,1
680.4,1,1,1,1,1,1
680.5,1,1,1,1,1,1
680.6,1,1,1,1,1,1
680.7,1,1,1,1,1,1
680.8,1,1,1,1,1,1
680.9,1,1,1,1,1,1
681,1,1,1,1,1,1
681.1,1,1,1,1,1,1
681.2,1,1,1,1,1,1
681.3,1,1,1,1,1,1
681.4,1,1,1,1,1,1
681.5,1,1,1,1,1,1
681.6,1,1,1,1,1,1
681.7,1,1,1,1,1,1
681.8,1,1,1,1,1,1
681.9,1,1,1,1,1,1
682,1,1,1,1,1,1
682.1,1,1,1,1,1,1
682.2,1,1,1,1,1,1
682.3,1,1,1,1,1,1
682.4,1,1,1,1,1,1
682.5,1,1,1,1,1,1
682.6,1,1,1,1,1,1
682.7,1,1,1,1,1,1
682.8,1,1,1,1,1,1
682.9,1,1,1,1,1,1
683,1,1,1,1,1,1
683.1,1,1,1,1,1,1
683.2,1,1,1,1,1,1
683.3,1,1,1,1,1,1
683.4,1,1,1,1,1,1
683.5,1,1,1,1,1,1
683.6,1,1,1,1,1,1
683.7,1,1,1,1,1,1
683.8,1,1,1,1,1,1
683.9,1,1,1,1,1,1
684,1,1,1,1,1,1
684.1,1,1,1,1,1,1
684.2,1,1,1,1,1,1
684.3,1,1,1,1,1,1
684.4,1,1,1,1,1,1
684.5,1,1,1,1,1,1
684.6,1,1,1,1,1,1
684.7,1,1,1,1,1,1
684.8,1,1,1,1,1,1
684.9,1,1,1,1,1,1
685,1,1,1,1,1,1
