,Fx,Fy,Fz,Tx,Ty,Tz
685.1,1,1,1,1,1,1
685.2,1,1,1,1,1,1
685.3,1,1,1,1,1,1
685.4,1,1,1,1,1,1
685.5,1,1,1,1,1,1
685.6,1,1,1,1,1,1
685.7,1,1,1,1,1,1
685.8,1,1,1,1,1,1
685.9,1,1,1,1,1,1
686,1,1,1,1,1,1
686.1,1,1,1,1,1,1
686.2,1,1,1,1,1,1
686.3,1,1,1,1,1,1
686.4,1,1,1,1,1,1
686.5,1,1,1,1,1,1
686.6,1,1,1,1,1,1
686.7,1,1,1,1,1,1
686.8,1,1,1,1,1,1
686.9,1,1,1,1,1,1
687,1,1,1,1,1,1
687.1,1,1,1,1,1,1
687.2,1,1,1,1,1,1
687.3,1,1,1,1,1,1
687.4,1,1,1,1,1,1
687.5,1,1,1,1,1,1
687.6,1,1,1,1,1,1
687.7,1,1,1,1,1,1
687.8,1,1,1,1,1,1
687.9,1,1,1,1,1,1
688,1,1,1,1,1,1
688.1,1,1,1,1,1,1
688.2,1,1,1,1,1,1
688.3,1,1,1,1,1,1
688.4,1,1,1,1,1,1
688.5,1,1,1,1,1,1
688.6,1,1,1,1,1,1
688.7,1,1,1,1,1,1
688.8,1,1,1,1,1,1
688.9,1,1,1,1,1,1
689,1,1,1,1,1,1
689.1,1,1,1,1,1,1
689.2,1,1,1,1,1,1
689.3,1,1,1,1,1,1
689.4,1,1,1,1,1,1
689.5,1,1,1,1,1,1
689.6,1,1,1,1,1,1
689.7,1,1,1,1,1,1
689.8,1,1,1,1,1,1
689.9,1,1,1,1,1,1
690,1,1,1,1,1,1
690.1,1,1,1,1,1,1
690.2,1,1,1,1,1,1
690.3,1,1,1,1,1,1
690.4,1,1,1,1,1,1
690.5,1,1,1,1,1,1
690.6,1,1,1,1,1,1
690.7,1,1,1,1,1,1
690.8,1,1,1,1,1,1
690.9,1,1,1,1,1,1
691,1,1,1,1,1,1
691.1,1,1,1,1,1,1
691.2,1,1,1,1,1,1
691.3,1,1,1,1,1,1
691.4,1,1,1,1,1,1
691.5,1,1,1,1,1,1
691.6,1,1,1,1,1,1
691.7,1,1,1,1,1,1
691.8,1,1,1,1,1,1
691.9,1,1,1,1,1,1
692,1,1,1,1,1,1
692.1,1,1,1,1,1,1
692.2,1,1,1,1,1,1
692.3,1,1,1,1,1,1
692.4,1,1,1,1,1,1
692.5,1,1,1,1,1,1
692.6,1,1,1,1,1,1
692.7,1,1,1,1,1,1
692.8,1,1,1,1,1,1
692.9,1,1,1,1,1,1
693,1,1,1,1,1,1
693.1,1,1,1,1,1,1
693.2,1,1,1,1,1,1
693.3,1,1,1,1,1,1
693.4,1,1,1,1,1,1
693.5,1,1,1,1,1,1
693.6,1,1,1,1,1,1
693.7,1,1,1,1,1,1
693.8,1,1,1,1,1,1
693.9,1,1,1,1,1,1
694,1,1,1,1,1,1
694.1,1,1,1,1,1,1
694.2,1,1,1,1,1,1
694.3,1,1,1,1,1,1
694.4,1,1,1,1,1,1
694.5,1,1,1,1,1,1
694.6,1,1,1,1,1,1
694.7,1,1,1,1,1,1
694.8,1,1,1,1,1,1
694.9,1,1,1,1,1,1
695,1,1,1,1,1,1
695.1,1,1,1,1,1,1
695.2,1,1,1,1,1,1
695.3,1,1,1,1,1,1
695.4,1,1,1,1,1,1
695.5,1,1,1,1,1,1
695.6,1,1,1,1,1,1
695.7,1,1,1,1,1,1
695.8,1,1,1,1,1,1
695.9,1,1,1,1,1,1
696,1,1,1,1,1,1
696.1,1,1,1,1,1,1
696.2,1,1,1,1,1,1
696.3,1,1,1,1,1,1
696.4,1,1,1,1,1,1
696.5,1,1,1,1,1,1
696.6,1,1,1,1,1,1
696.7,1,1,1,1,1,1
696.8,1,1,1,1,1,1
696.9,1,1,1,1,1,1
697,1,1,1,1,1,1
697.1,1,1,1,1,1,1
697.2,1,1,1,1,1,1
697.3,1,1,1,1,1,1
697.4,1,1,1,1,1,1
697.5,1,1,1,1,1,1
697.6,1,1,1,1,1,1
697.7,1,1,1,1,1,1
697.8,1,1,1,1,1,1
697.9,1,1,1,1,1,1
698,1,1,1,1,1,1
698.1,1,1,1,1,1,1
698.2,1,1,1,1,1,1
698.3,1,1,1,1,1,1
698.4,1,1,1,1,1,1
698.5,1,1,1,1,1,1
698.6,1,1,1,1,1,1
698.7,1,1,1,1,1,1
698.8,1,1,1,1,1,1
698.9,1,1,1,1,1,1
699,1,1,1,1,1,1
699.1,1,1,1,1,1,1
699.2,1,1,1,1,1,1
699.3,1,1,1,1,1,1
699.4,1,1,1,1,1,1
699.5,1,1,1,1,1,1
699.6,1,1,1,1,1,1
699.7,1,1,1,1,1,1
699.8,1,1,1,1,1,1
699.9,1,1,1,1,1,1
700,1,1,1,1,1,1
700.1,1,1,1,1,1,1
700.2,1,1,1,1,1,1
700.3,1,1,1,1,1,1
700.4,1,1,1,1,1,1
700.5,1,1,1,1,1,1
700.6,1,1,1,1,1,1
700.7,1,1,1,1,1,1
700.8,1,1,1,1,1,1
700.9,1,1,1,1,1,1
701,1,1,1,1,1,1
701.1,1,1,1,1,1,1
701.2,1,1,1,1,1,1
701.3,1,1,1,1,1,1
701.4,1,1,1,1,1,1
701.5,1,1,1,1,1,1
701.6,1,1,1,1,1,1
701.7,1,1,1,1,1,1
701.8,1,1,1,1,1,1
701.9,1,1,1,1,1,1
702,1,1,1,1,1,1
702.1,1,1,1,1,1,1
702.2,1,1,1,1,1,1
702.3,1,1,1,1,1,1
702.4,1,1,1,1,1,1
702.5,1,1,1,1,1,1
702.6,1,1,1,1,1,1
702.7,1,1,1,1,1,1
702.8,1,1,1,1,1,1
702.9,1,1,1,1,1,1
703,1,1,1,1,1,1
703.1,1,1,1,1,1,1
703.2,1,1,1,1,1,1
703.3,1,1,1,1,1,1
703.4,1,1,1,1,1,1
703.5,1,1,1,1,1,1
703.6,1,1,1,1,1,1
703.7,1,1,1,1,1,1
703.8,1,1,1,1,1,1
703.9,1,1,1,1,1,1
704,1,1,1,1,1,1
704.1,1,1,1,1,1,1
704.2,1,1,1,1,1,1
704.3,1,1,1,1,1,1
704.4,1,1,1,1,1,1
704.5,1,1,1,1,1,1
704.6,1,1,1,1,1,1
704.7,1,1,1,1,1,1
704.8,1,1,1,1,1,1
704.9,1,1,1,1,1,1
705,1,1,1,1,1,1
705.1,1,1,1,1,1,1
705.2,1,1,1,1,1,1
705.3,1,1,1,1,1,1
705.4,1,1,1,1,1,1
705.5,1,1,1,1,1,1
705.6,1,1,1,1,1,1
705.7,1,1,1,1,1,1
705.8,1,1,1,1,1,1
705.9,1,1,1,1,1,1
706,1,1,1,1,1,1
706.1,1,1,1,1,1,1
706.2,1,1,1,1,1,1
706.3,1,1,1,1,1,1
706.4,1,1,1,1,1,1
706.5,1,1,1,1,1,1
706.6,1,1,1,1,1,1
706.7,1,1,1,1,1,1
706.8,1,1,1,1,1,1
706.9,1,1,1,1,1,1
707,1,1,1,1,1,1
707.1,1,1,1,1,1,1
707.2,1,1,1,1,1,1
707.3,1,1,1,1,1,1
707.4,1,1,1,1,1,1
707.5,1,1,1,1,1,1
707.6,1,1,1,1,1,1
707.7,1,1,1,1,1,1
707.8,1,1,1,1,1,1
707.9,1,1,1,1,1,1
708,1,1,1,1,1,1
708.1,1,1,1,1,1,1
708.2,1,1,1,1,1,1
708.3,1,1,1,1,1,1
708.4,1,1,1,1,1,1
708.5,1,1,1,1,1,1
708.6,1,1,1,1,1,1
708.7,1,1,1,1,1,1
708.8,1,1,1,1,1,1
708.9,1,1,1,1,1,1
709,1,1,1,1,1,1
709.1,1,1,1,1,1,1
709.2,1,1,1,1,1,1
709.3,1,1,1,1,1,1
709.4,1,1,1,1,1,1
709.5,1,1,1,1,1,1
709.6,1,1,1,1,1,1
709.7,1,1,1,1,1,1
709.8,1,1,1,1,1,1
709.9,1,1,1,1,1,1
710,1,1,1,1,1,1
710.1,1,1,1,1,1,1
710.2,1,1,1,1,1,1
710.3,1,1,1,1,1,1
710.4,1,1,1,1,1,1
710.5,1,1,1,1,1,1
710.6,1,1,1,1,1,1
710.7,1,1,1,1,1,1
710.8,1,1,1,1,1,1
710.9,1,1,1,1,1,1
711,1,1,1,1,1,1
711.1,1,1,1,1,1,1
711.2,1,1,1,1,1,1
711.3,1,1,1,1,1,1
711.4,1,1,1,1,1,1
711.5,1,1,1,1,1,1
711.6,1,1,1,1,1,1
711.7,1,1,1,1,1,1
711.8,1,1,1,1,1,1
711.9,1,1,1,1,1,1
712,1,1,1,1,1,1
712.1,1,1,1,1,1,1
712.2,1,1,1,1,1,1
712.3,1,1,1,1,1,1
712.4,1,1,1,1,1,1
712.5,1,1,1,1,1,1
712.6,1,1,1,1,1,1
712.7,1,1,1,1,1,1
712.8,1,1,1,1,1,1
712.9,1,1,1,1,1,1
713,1,1,1,1,1,1
713.1,1,1,1,1,1,1
713.2,1,1,1,1,1,1
713.3,1,1,1,1,1,1
713.4,1,1,1,1,1,1
713.5,1,1,1,1,1,1
713.6,1,1,1,1,1,1
713.7,1,1,1,1,1,1
713.8,1,1,1,1,1,1
713.9,1,1,1,1,1,1
714,1,1,1,1,1,1
714.1,1,1,1,1,1,1
714.2,1,1,1,1,1,1
714.3,1,1,1,1,1,1
714.4,1,1,1,1,1,1
714.5,1,1,1,1,1,1
714.6,1,1,1,1,1,1
714.7,1,1,1,1,1,1
714.8,1,1,1,1,1,1
714.9,1,1,1,1,1,1
715,1,1,1,1,1,1
715.1,1,1,1,1,1,1
715.2,1,1,1,1,1,1
715.3,1,1,1,1,1,1
715.4,1,1,1,1,1,1
715.5,1,1,1,1,1,1
715.6,1,1,1,1,1,1
715.7,1,1,1,1,1,1
715.8,1,1,1,1,1,1
715.9,1,1,1,1,1,1
716,1,1,1,1,1,1
716.1,1,1,1,1,1,1
716.2,1,1,1,1,1,1
716.3,1,1,1,1,1,1
716.4,1,1,1,1,1,1
716.5,1,1,1,1,1,1
716.6,1,1,1,1,1,1
716.7,1,1,1,1,1,1
716.8,1,1,1,1,1,1
716.9,1,1,1,1,1,1
717,1,1,1,1,1,1
717.1,1,1,1,1,1,1
717.2,1,1,1,1,1,1
717.3,1,1,1,1,1,1
717.4,1,1,1,1,1,1
717.5,1,1,1,1,1,1
717.6,1,1,1,1,1,1
717.7,1,1,1,1,1,1
717.8,1,1,1,1,1,1
717.9,1,1,1,1,1,1
718,1,1,1,1,1,1
718.1,1,1,1,1,1,1
718.2,1,1,1,1,1,1
718.3,1,1,1,1,1,1
718.4,1,1,1,1,1,1
718.5,1,1,1,1,1,1
718.6,1,1,1,1,1,1
718.7,1,1,1,1,1,1
718.8,1,1,1,1,1,1
718.9,1,1,1,1,1,1
719,1,1,1,1,1,1
719.1,1,1,1,1,1,1
719.2,1,1,1,1,1,1
719.3,1,1,1,1,1,1
719.4,1,1,1,1,1,1
719.5,1,1,1,1,1,1
719.6,1,1,1,1,1,1
719.7,1,1,1,1,1,1
719.8,1,1,1,1,1,1
719.9,1,1,1,1,1,1
720,1,1,1,1,1,1
720.1,1,1,1,1,1,1
720.2,1,1,1,1,1,1
720.3,1,1,1,1,1,1
720.4,1,1,1,1,1,1
720.5,1,1,1,1,1,1
720.6,1,1,1,1,1,1
720.7,1,1,1,1,1,1
720.8,1,1,1,1,1,1
720.9,1,1,1,1,1,1
721,1,1,1,1,1,1
721.1,1,1,1,1,1,1
721.2,1,1,1,1,1,1
721.3,1,1,1,1,1,1
721.4,1,1,1,1,1,1
721.5,1,1,1,1,1,1
721.6,1,1,1,1,1,1
721.7,1,1,1,1,1,1
721.8,1,1,1,1,1,1
721.9,1,1,1,1,1,1
722,1,1,1,1,1,1
722.1,1,1,1,1,1,1
722.2,1,1,1,1,1,1
722.3,1,1,1,1,1,1
722.4,1,1,1,1,1,1
722.5,1,1,1,1,1,1
722.6,1,1,1,1,1,1
722.7,1,1,1,1,1,1
722.8,1,1,1,1,1,1
722.9,1,1,1,1,1,1
723,1,1,1,1,1,1
723.1,1,1,1,1,1,1
723.2,1,1,1,1,1,1
723.3,1,1,1,1,1,1
723.4,1,1,1,1,1,1
723.5,1,1,1,1,1,1
723.6,1,1,1,1,1,1
723.7,1,1,1,1,1,1
723.8,1,1,1,1,1,1
723.9,1,1,1,1,1,1
724,1,1,1,1,1,1
724.1,1,1,1,1,1,1
724.2,1,1,1,1,1,1
724.3,1,1,1,1,1,1
724.4,1,1,1,1,1,1
724.5,1,1,1,1,1,1
724.6,1,1,1,1,1,1
724.7,1,1,1,1,1,1
724.8,1,1,1,1,1,1
724.9,1,1,1,1,1,1
725,1,1,1,1,1,1
725.1,1,1,1,1,1,1
725.2,1,1,1,1,1,1
725.3,1,1,1,1,1,1
725.4,1,1,1,1,1,1
725.5,1,1,1,1,1,1
725.6,1,1,1,1,1,1
725.7,1,1,1,1,1,1
725.8,1,1,1,1,1,1
725.9,1,1,1,1,1,1
726,1,1,1,1,1,1
726.1,1,1,1,1,1,1
726.2,1,1,1,1,1,1
726.3,1,1,1,1,1,1
726.4,1,1,1,1,1,1
726.5,1,1,1,1,1,1
726.6,1,1,1,1,1,1
726.7,1,1,1,1,1,1
726.8,1,1,1,1,1,1
726.9,1,1,1,1,1,1
727,1,1,1,1,1,1
727.1,1,1,1,1,1,1
727.2,1,1,1,1,1,1
727.3,1,1,1,1,1,1
727.4,1,1,1,1,1,1
727.5,1,1,1,1,1,1
727.6,1,1,1,1,1,1
727.7,1,1,1,1,1,1
727.8,1,1,1,1,1,1
727.9,1,1,1,1,1,1
728,1,1,1,1,1,1
728.1,1,1,1,1,1,1
728.2,1,1,1,1,1,1
728.3,1,1,1,1,1,1
728.4,1,1,1,1,1,1
728.5,1,1,1,1,1,1
728.6,1,1,1,1,1,1
728.7,1,1,1,1,1,1
728.8,1,1,1,1,1,1
728.9,1,1,1,1,1,1
729,1,1,1,1,1,1
729.1,1,1,1,1,1,1
729.2,1,1,1,1,1,1
729.3,1,1,1,1,1,1
729.4,1,1,1,1,1,1
729.5,1,1,1,1,1,1
729.6,1,1,1,1,1,1
729.7,1,1,1,1,1,1
729.8,1,1,1,1,1,1
729.9,1,1,1,1,1,1
730,1,1,1,1,1,1
730.1,1,1,1,1,1,1
730.2,1,1,1,1,1,1
730.3,1,1,1,1,1,1
730.4,1,1,1,1,1,1
730.5,1,1,1,1,1,1
730.6,1,1,1,1,1,1
730.7,1,1,1,1,1,1
730.8,1,1,1,1,1,1
730.9,1,1,1,1,1,1
731,1,1,1,1,1,1
731.1,1,1,1,1,1,1
731.2,1,1,1,1,1,1
731.3,1,1,1,1,1,1
731.4,1,1,1,1,1,1
731.5,1,1,1,1,1,1
731.6,1,1,1,1,1,1
731.7,1,1,1,1,1,1
731.8,1,1,1,1,1,1
731.9,1,1,1,1,1,1
732,1,1,1,1,1,1
732.1,1,1,1,1,1,1
732.2,1,1,1,1,1,1
732.3,1,1,1,1,1,1
732.4,1,1,1,1,1,1
732.5,1,1,1,1,1,1
732.6,1,1,1,1,1,1
732.7,1,1,1,1,1,1
732.8,1,1,1,1,1,1
732.9,1,1,1,1,1,1
733,1,1,1,1,1,1
733.1,1,1,1,1,1,1
733.2,1,1,1,1,1,1
733.3,1,1,1,1,1,1
733.4,1,1,1,1,1,1
733.5,1,1,1,1,1,1
733.6,1,1,1,1,1,1
733.7,1,1,1,1,1,1
733.8,1,1,1,1,1,1
733.9,1,1,1,1,1,1
734,1,1,1,1,1,1
734.1,1,1,1,1,1,1
734.2,1,1,1,1,1,1
734.3,1,1,1,1,1,1
734.4,1,1,1,1,1,1
734.5,1,1,1,1,1,1
734.6,1,1,1,1,1,1
734.7,1,1,1,1,1,1
734.8,1,1,1,1,1,1
734.9,1,1,1,1,1,1
735,1,1,1,1,1,1
735.1,1,1,1,1,1,1
735.2,1,1,1,1,1,1
735.3,1,1,1,1,1,1
735.4,1,1,1,1,1,1
735.5,1,1,1,1,1,1
735.6,1,1,1,1,1,1
735.7,1,1,1,1,1,1
735.8,1,1,1,1,1,1
735.9,1,1,1,1,1,1
736,1,1,1,1,1,1
736.1,1,1,1,1,1,1
736.2,1,1,1,1,1,1
736.3,1,1,1,1,1,1
736.4,1,1,1,1,1,1
736.5,1,1,1,1,1,1
736.6,1,1,1,1,1,1
736.7,1,1,1,1,1,1
736.8,1,1,1,1,1,1
736.9,1,1,1,1,1,1
737,1,1,1,1,1,1
737.1,1,1,1,1,1,1
737.2,1,1,1,1,1,1
737.3,1,1,1,1,1,1
737.4,1,1,1,1,1,1
737.5,1,1,1,1,1,1
737.6,1,1,1,1,1,1
737.7,1,1,1,1,1,1
737.8,1,1,1,1,1,1
737.9,1,1,1,1,1,1
738,1,1,1,1,1,1
738.1,1,1,1,1,1,1
738.2,1,1,1,1,1,1
738.3,1,1,1,1,1,1
738.4,1,1,1,1,1,1
738.5,1,1,1,1,1,1
738.6,1,1,1,1,1,1
738.7,1,1,1,1,1,1
738.8,1,1,1,1,1,1
738.9,1,1,1,1,1,1
739,1,1,1,1,1,1
739.1,1,1,1,1,1,1
739.2,1,1,1,1,1,1
739.3,1,1,1,1,1,1
739.4,1,1,1,1,1,1
739.5,1,1,1,1,1,1
739.6,1,1,1,1,1,1
739.7,1,1,1,1,1,1
739.8,1,1,1,1,1,1
739.9,1,1,1,1,1,1
740,1,1,1,1,1,1
740.1,1,1,1,1,1,1
740.2,1,1,1,1,1,1
740.3,1,1,1,1,1,1
740.4,1,1,1,1,1,1
740.5,1,1,1,1,1,1
740.6,1,1,1,1,1,1
740.7,1,1,1,1,1,1
740.8,1,1,1,1,1,1
740.9,1,1,1,1,1,1
741,1,1,1,1,1,1
741.1,1,1,1,1,1,1
741.2,1,1,1,1,1,1
741.3,1,1,1,1,1,1
741.4,1,1,1,1,1,1
741.5,1,1,1,1,1,1
741.6,1,1,1,1,1,1
741.7,1,1,1,1,1,1
741.8,1,1,1,1,1,1
741.9,1,1,1,1,1,1
742,1,1,1,1,1,1
742.1,1,1,1,1,1,1
742.2,1,1,1,1,1,1
742.3,1,1,1,1,1,1
742.4,1,1,1,1,1,1
742.5,1,1,1,1,1,1
742.6,1,1,1,1,1,1
742.7,1,1,1,1,1,1
742.8,1,1,1,1,1,1
742.9,1,1,1,1,1,1
743,1,1,1,1,1,1
743.1,1,1,1,1,1,1
743.2,1,1,1,1,1,1
743.3,1,1,1,1,1,1
743.4,1,1,1,1,1,1
743.5,1,1,1,1,1,1
743.6,1,1,1,1,1,1
743.7,1,1,1,1,1,1
743.8,1,1,1,1,1,1
743.9,1,1,1,1,1,1
744,1,1,1,1,1,1
744.1,1,1,1,1,1,1
744.2,1,1,1,1,1,1
744.3,1,1,1,1,1,1
744.4,1,1,1,1,1,1
744.5,1,1,1,1,1,1
744.6,1,1,1,1,1,1
744.7,1,1,1,1,1,1
744.8,1,1,1,1,1,1
744.9,1,1,1,1,1,1
745,1,1,1,1,1,1
745.1,1,1,1,1,1,1
745.2,1,1,1,1,1,1
745.3,1,1,1,1,1,1
745.4,1,1,1,1,1,1
745.5,1,1,1,1,1,1
745.6,1,1,1,1,1,1
745.7,1,1,1,1,1,1
745.8,1,1,1,1,1,1
745.9,1,1,1,1,1,1
746,1,1,1,1,1,1
746.1,1,1,1,1,1,1
746.2,1,1,1,1,1,1
746.3,1,1,1,1,1,1
746.4,1,1,1,1,1,1
746.5,1,1,1,1,1,1
746.6,1,1,1,1,1,1
746.7,1,1,1,1,1,1
746.8,1,1,1,1,1,1
746.9,1,1,1,1,1,1
747,1,1,1,1,1,1
747.1,1,1,1,1,1,1
747.2,1,1,1,1,1,1
747.3,1,1,1,1,1,1
747.4,1,1,1,1,1,1
747.5,1,1,1,1,1,1
747.6,1,1,1,1,1,1
747.7,1,1,1,1,1,1
747.8,1,1,1,1,1,1
747.9,1,1,1,1,1,1
748,1,1,1,1,1,1
748.1,1,1,1,1,1,1
748.2,1,1,1,1,1,1
748.3,1,1,1,1,1,1
748.4,1,1,1,1,1,1
748.5,1,1,1,1,1,1
748.6,1,1,1,1,1,1
748.7,1,1,1,1,1,1
748.8,1,1,1,1,1,1
748.9,1,1,1,1,1,1
749,1,1,1,1,1,1
749.1,1,1,1,1,1,1
749.2,1,1,1,1,1,1
749.3,1,1,1,1,1,1
749.4,1,1,1,1,1,1
749.5,1,1,1,1,1,1
749.6,1,1,1,1,1,1
749.7,1,1,1,1,1,1
749.8,1,1,1,1,1,1
749.9,1,1,1,1,1,1
750,1,1,1,1,1,1
750.1,1,1,1,1,1,1
750.2,1,1,1,1,1,1
750.3,1,1,1,1,1,1
750.4,1,1,1,1,1,1
750.5,1,1,1,1,1,1
750.6,1,1,1,1,1,1
750.7,1,1,1,1,1,1
750.8,1,1,1,1,1,1
750.9,1,1,1,1,1,1
751,1,1,1,1,1,1
751.1,1,1,1,1,1,1
751.2,1,1,1,1,1,1
751.3,1,1,1,1,1,1
751.4,1,1,1,1,1,1
751.5,1,1,1,1,1,1
751.6,1,1,1,1,1,1
751.7,1,1,1,1,1,1
751.8,1,1,1,1,1,1
751.9,1,1,1,1,1,1
752,1,1,1,1,1,1
752.1,1,1,1,1,1,1
752.2,1,1,1,1,1,1
752.3,1,1,1,1,1,1
752.4,1,1,1,1,1,1
752.5,1,1,1,1,1,1
752.6,1,1,1,1,1,1
752.7,1,1,1,1,1,1
752.8,1,1,1,1,1,1
752.9,1,1,1,1,1,1
753,1,1,1,1,1,1
753.1,1,1,1,1,1,1
753.2,1,1,1,1,1,1
753.3,1,1,1,1,1,1
753.4,1,1,1,1,1,1
753.5,1,1,1,1,1,1
753.6,1,1,1,1,1,1
753.7,1,1,1,1,1,1
753.8,1,1,1,1,1,1
753.9,1,1,1,1,1,1
754,1,1,1,1,1,1
754.1,1,1,1,1,1,1
754.2,1,1,1,1,1,1
754.3,1,1,1,1,1,1
754.4,1,1,1,1,1,1
754.5,1,1,1,1,1,1
754.6,1,1,1,1,1,1
754.7,1,1,1,1,1,1
754.8,1,1,1,1,1,1
754.9,1,1,1,1,1,1
755,1,1,1,1,1,1
755.1,1,1,1,1,1,1
755.2,1,1,1,1,1,1
755.3,1,1,1,1,1,1
755.4,1,1,1,1,1,1
755.5,1,1,1,1,1,1
755.6,1,1,1,1,1,1
755.7,1,1,1,1,1,1
755.8,1,1,1,1,1,1
755.9,1,1,1,1,1,1
756,1,1,1,1,1,1
756.1,1,1,1,1,1,1
756.2,1,1,1,1,1,1
756.3,1,1,1,1,1,1
756.4,1,1,1,1,1,1
756.5,1,1,1,1,1,1
756.6,1,1,1,1,1,1
756.7,1,1,1,1,1,1
756.8,1,1,1,1,1,1
756.9,1,1,1,1,1,1
757,1,1,1,1,1,1
757.1,1,1,1,1,1,1
757.2,1,1,1,1,1,1
757.3,1,1,1,1,1,1
757.4,1,1,1,1,1,1
757.5,1,1,1,1,1,1
757.6,1,1,1,1,1,1
757.7,1,1,1,1,1,1
757.8,1,1,1,1,1,1
757.9,1,1,1,1,1,1
758,1,1,1,1,1,1
758.1,1,1,1,1,1,1
758.2,1,1,1,1,1,1
758.3,1,1,1,1,1,1
758.4,1,1,1,1,1,1
758.5,1,1,1,1,1,1
758.6,1,1,1,1,1,1
758.7,1,1,1,1,1,1
758.8,1,1,1,1,1,1
758.9,1,1,1,1,1,1
759,1,1,1,1,1,1
759.1,1,1,1,1,1,1
759.2,1,1,1,1,1,1
759.3,1,1,1,1,1,1
759.4,1,1,1,1,1,1
759.5,1,1,1,1,1,1
759.6,1,1,1,1,1,1
759.7,1,1,1,1,1,1
759.8,1,1,1,1,1,1
759.9,1,1,1,1,1,1
760,1,1,1,1,1,1
760.1,1,1,1,1,1,1
760.2,1,1,1,1,1,1
760.3,1,1,1,1,1,1
760.4,1,1,1,1,1,1
760.5,1,1,1,1,1,1
760.6,1,1,1,1,1,1
760.7,1,1,1,1,1,1
760.8,1,1,1,1,1,1
760.9,1,1,1,1,1,1
761,1,1,1,1,1,1
761.1,1,1,1,1,1,1
761.2,1,1,1,1,1,1
761.3,1,1,1,1,1,1
761.4,1,1,1,1,1,1
761.5,1,1,1,1,1,1
761.6,1,1,1,1,1,1
761.7,1,1,1,1,1,1
761.8,1,1,1,1,1,1
761.9,1,1,1,1,1,1
762,1,1,1,1,1,1
762.1,1,1,1,1,1,1
762.2,1,1,1,1,1,1
762.3,1,1,1,1,1,1
762.4,1,1,1,1,1,1
762.5,1,1,1,1,1,1
762.6,1,1,1,1,1,1
762.7,1,1,1,1,1,1
762.8,1,1,1,1,1,1
762.9,1,1,1,1,1,1
763,1,1,1,1,1,1
763.1,1,1,1,1,1,1
763.2,1,1,1,1,1,1
763.3,1,1,1,1,1,1
763.4,1,1,1,1,1,1
763.5,1,1,1,1,1,1
763.6,1,1,1,1,1,1
763.7,1,1,1,1,1,1
763.8,1,1,1,1,1,1
763.9,1,1,1,1,1,1
764,1,1,1,1,1,1
764.1,1,1,1,1,1,1
764.2,1,1,1,1,1,1
764.3,1,1,1,1,1,1
764.4,1,1,1,1,1,1
764.5,1,1,1,1,1,1
764.6,1,1,1,1,1,1
764.7,1,1,1,1,1,1
764.8,1,1,1,1,1,1
764.9,1,1,1,1,1,1
765,1,1,1,1,1,1
765.1,1,1,1,1,1,1
765.2,1,1,1,1,1,1
765.3,1,1,1,1,1,1
765.4,1,1,1,1,1,1
765.5,1,1,1,1,1,1
765.6,1,1,1,1,1,1
765.7,1,1,1,1,1,1
765.8,1,1,1,1,1,1
765.9,1,1,1,1,1,1
766,1,1,1,1,1,1
766.1,1,1,1,1,1,1
766.2,1,1,1,1,1,1
766.3,1,1,1,1,1,1
766.4,1,1,1,1,1,1
766.5,1,1,1,1,1,1
766.6,1,1,1,1,1,1
766.7,1,1,1,1,1,1
766.8,1,1,1,1,1,1
766.9,1,1,1,1,1,1
767,1,1,1,1,1,1
767.1,1,1,1,1,1,1
767.2,1,1,1,1,1,1
767.3,1,1,1,1,1,1
767.4,1,1,1,1,1,1
767.5,1,1,1,1,1,1
767.6,1,1,1,1,1,1
767.7,1,1,1,1,1,1
767.8,1,1,1,1,1,1
767.9,1,1,1,1,1,1
768,1,1,1,1,1,1
768.1,1,1,1,1,1,1
768.2,1,1,1,1,1,1
768.3,1,1,1,1,1,1
768.4,1,1,1,1,1,1
768.5,1,1,1,1,1,1
768.6,1,1,1,1,1,1
768.7,1,1,1,1,1,1
768.8,1,1,1,1,1,1
768.9,1,1,1,1,1,1
769,1,1,1,1,1,1
769.1,1,1,1,1,1,1
769.2,1,1,1,1,1,1
769.3,1,1,1,1,1,1
769.4,1,1,1,1,1,1
769.5,1,1,1,1,1,1
769.6,1,1,1,1,1,1
769.7,1,1,1,1,1,1
769.8,1,1,1,1,1,1
769.9,1,1,1,1,1,1
770,1,1,1,1,1,1
770.1,1,1,1,1,1,1
770.2,1,1,1,1,1,1
770.3,1,1,1,1,1,1
770.4,1,1,1,1,1,1
770.5,1,1,1,1,1,1
770.6,1,1,1,1,1,1
770.7,1,1,1,1,1,1
770.8,1,1,1,1,1,1
770.9,1,1,1,1,1,1
771,1,1,1,1,1,1
771.1,1,1,1,1,1,1
771.2,1,1,1,1,1,1
771.3,1,1,1,1,1,1
771.4,1,1,1,1,1,1
771.5,1,1,1,1,1,1
771.6,1,1,1,1,1,1
771.7,1,1,1,1,1,1
771.8,1,1,1,1,1,1
771.9,1,1,1,1,1,1
772,1,1,1,1,1,1
772.1,1,1,1,1,1,1
772.2,1,1,1,1,1,1
772.3,1,1,1,1,1,1
772.4,1,1,1,1,1,1
772.5,1,1,1,1,1,1
772.6,1,1,1,1,1,1
772.7,1,1,1,1,1,1
772.8,1,1,1,1,1,1
772.9,1,1,1,1,1,1
773,1,1,1,1,1,1
773.1,1,1,1,1,1,1
773.2,1,1,1,1,1,1
773.3,1,1,1,1,1,1
773.4,1,1,1,1,1,1
